id	name	description	synonyms	organism
ENSG00000116833	NR5A2	nuclear receptor subfamily 5 group A member 2 [Source:HGNC Symbol;Acc:HGNC:7984]	[]	NCBI:txid9606
ENSG00000116852	KIF21B	kinesin family member 21B [Source:HGNC Symbol;Acc:HGNC:29442]	[]	NCBI:txid9606
ENSG00000116857	TMEM9	transmembrane protein 9 [Source:HGNC Symbol;Acc:HGNC:18823]	[]	NCBI:txid9606
ENSG00000116874	WARS2	tryptophanyl tRNA synthetase 2, mitochondrial [Source:HGNC Symbol;Acc:HGNC:12730]	[]	NCBI:txid9606
ENSG00000116882	HAO2	hydroxyacid oxidase 2 [Source:HGNC Symbol;Acc:HGNC:4810]	[]	NCBI:txid9606
ENSG00000116954	RRAGC	Ras related GTP binding C [Source:HGNC Symbol;Acc:HGNC:19902]	[]	NCBI:txid9606
ENSG00000116962	NID1	nidogen 1 [Source:HGNC Symbol;Acc:HGNC:7821]	[]	NCBI:txid9606
ENSG00000116977	LGALS8	galectin 8 [Source:HGNC Symbol;Acc:HGNC:6569]	[]	NCBI:txid9606
ENSG00000116984	MTR	5-methyltetrahydrofolate-homocysteine methyltransferase [Source:HGNC Symbol;Acc:HGNC:7468]	[]	NCBI:txid9606
ENSG00000116991	SIPA1L2	signal induced proliferation associated 1 like 2 [Source:HGNC Symbol;Acc:HGNC:23800]	[]	NCBI:txid9606
ENSG00000117009	KMO	kynurenine 3-monooxygenase [Source:HGNC Symbol;Acc:HGNC:6381]	[]	NCBI:txid9606
ENSG00000117010	ZNF684	zinc finger protein 684 [Source:HGNC Symbol;Acc:HGNC:28418]	[]	NCBI:txid9606
ENSG00000117013	KCNQ4	potassium voltage-gated channel subfamily Q member 4 [Source:HGNC Symbol;Acc:HGNC:6298]	[]	NCBI:txid9606
ENSG00000117020	AKT3	AKT serine/threonine kinase 3 [Source:HGNC Symbol;Acc:HGNC:393]	[]	NCBI:txid9606
ENSG00000117054	ACADM	acyl-CoA dehydrogenase medium chain [Source:HGNC Symbol;Acc:HGNC:89]	[]	NCBI:txid9606
ENSG00000117090	SLAMF1	signaling lymphocytic activation molecule family member 1 [Source:HGNC Symbol;Acc:HGNC:10903]	[]	NCBI:txid9606
ENSG00000117091	CD48	CD48 molecule [Source:HGNC Symbol;Acc:HGNC:1683]	[]	NCBI:txid9606
ENSG00000117115	PADI2	peptidyl arginine deiminase 2 [Source:HGNC Symbol;Acc:HGNC:18341]	[]	NCBI:txid9606
ENSG00000117118	SDHB	succinate dehydrogenase complex iron sulfur subunit B [Source:HGNC Symbol;Acc:HGNC:10681]	[]	NCBI:txid9606
ENSG00000117133	RPF1	ribosome production factor 1 homolog [Source:HGNC Symbol;Acc:HGNC:30350]	[]	NCBI:txid9606
ENSG00000117139	KDM5B	lysine demethylase 5B [Source:HGNC Symbol;Acc:HGNC:18039]	[]	NCBI:txid9606
ENSG00000117143	UAP1	UDP-N-acetylglucosamine pyrophosphorylase 1 [Source:HGNC Symbol;Acc:HGNC:12457]	[]	NCBI:txid9606
ENSG00000117152	RGS4	regulator of G protein signaling 4 [Source:HGNC Symbol;Acc:HGNC:10000]	[]	NCBI:txid9606
ENSG00000117153	KLHL12	kelch like family member 12 [Source:HGNC Symbol;Acc:HGNC:19360]	[]	NCBI:txid9606
ENSG00000117215	PLA2G2D	phospholipase A2 group IID [Source:HGNC Symbol;Acc:HGNC:9033]	[]	NCBI:txid9606
ENSG00000117226	GBP3	guanylate binding protein 3 [Source:HGNC Symbol;Acc:HGNC:4184]	[]	NCBI:txid9606
ENSG00000117228	GBP1	guanylate binding protein 1 [Source:HGNC Symbol;Acc:HGNC:4182]	[]	NCBI:txid9606
ENSG00000117266	CDK18	cyclin dependent kinase 18 [Source:HGNC Symbol;Acc:HGNC:8751]	[]	NCBI:txid9606
ENSG00000117280	RAB29	RAB29, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:9789]	[]	NCBI:txid9606
ENSG00000117281	CD160	CD160 molecule [Source:HGNC Symbol;Acc:HGNC:17013]	[]	NCBI:txid9606
ENSG00000117305	HMGCL	3-hydroxy-3-methylglutaryl-CoA lyase [Source:HGNC Symbol;Acc:HGNC:5005]	[]	NCBI:txid9606
ENSG00000117308	GALE	UDP-galactose-4-epimerase [Source:HGNC Symbol;Acc:HGNC:4116]	[]	NCBI:txid9606
ENSG00000117318	ID3	inhibitor of DNA binding 3, HLH protein [Source:HGNC Symbol;Acc:HGNC:5362]	[]	NCBI:txid9606
ENSG00000117322	CR2	complement C3d receptor 2 [Source:HGNC Symbol;Acc:HGNC:2336]	[]	NCBI:txid9606
ENSG00000117335	CD46	CD46 molecule [Source:HGNC Symbol;Acc:HGNC:6953]	[]	NCBI:txid9606
ENSG00000117385	P3H1	prolyl 3-hydroxylase 1 [Source:HGNC Symbol;Acc:HGNC:19316]	[]	NCBI:txid9606
ENSG00000117394	SLC2A1	solute carrier family 2 member 1 [Source:HGNC Symbol;Acc:HGNC:11005]	[]	NCBI:txid9606
ENSG00000117395	EBNA1BP2	EBNA1 binding protein 2 [Source:HGNC Symbol;Acc:HGNC:15531]	[]	NCBI:txid9606
ENSG00000117399	CDC20	cell division cycle 20 [Source:HGNC Symbol;Acc:HGNC:1723]	[]	NCBI:txid9606
ENSG00000117400	MPL	MPL proto-oncogene, thrombopoietin receptor [Source:HGNC Symbol;Acc:HGNC:7217]	[]	NCBI:txid9606
ENSG00000117408	IPO13	importin 13 [Source:HGNC Symbol;Acc:HGNC:16853]	[]	NCBI:txid9606
ENSG00000117410	ATP6V0B	ATPase H+ transporting V0 subunit b [Source:HGNC Symbol;Acc:HGNC:861]	[]	NCBI:txid9606
ENSG00000117448	AKR1A1	aldo-keto reductase family 1 member A1 [Source:HGNC Symbol;Acc:HGNC:380]	[]	NCBI:txid9606
ENSG00000117450	PRDX1	peroxiredoxin 1 [Source:HGNC Symbol;Acc:HGNC:9352]	[]	NCBI:txid9606
ENSG00000117461	PIK3R3	phosphoinositide-3-kinase regulatory subunit 3 [Source:HGNC Symbol;Acc:HGNC:8981]	[]	NCBI:txid9606
ENSG00000117475	BLZF1	basic leucine zipper nuclear factor 1 [Source:HGNC Symbol;Acc:HGNC:1065]	[]	NCBI:txid9606
ENSG00000117477	CCDC181	coiled-coil domain containing 181 [Source:HGNC Symbol;Acc:HGNC:28051]	[]	NCBI:txid9606
ENSG00000117479	SLC19A2	solute carrier family 19 member 2 [Source:HGNC Symbol;Acc:HGNC:10938]	[]	NCBI:txid9606
ENSG00000117480	FAAH	fatty acid amide hydrolase [Source:HGNC Symbol;Acc:HGNC:3553]	[]	NCBI:txid9606
ENSG00000117505	DR1	down-regulator of transcription 1 [Source:HGNC Symbol;Acc:HGNC:3017]	[]	NCBI:txid9606
ENSG00000117525	F3	coagulation factor III, tissue factor [Source:HGNC Symbol;Acc:HGNC:3541]	[]	NCBI:txid9606
ENSG00000117528	ABCD3	ATP binding cassette subfamily D member 3 [Source:HGNC Symbol;Acc:HGNC:67]	[]	NCBI:txid9606
ENSG00000117543	DPH5	diphthamide biosynthesis 5 [Source:HGNC Symbol;Acc:HGNC:24270]	[]	NCBI:txid9606
ENSG00000117560	FASLG	Fas ligand [Source:HGNC Symbol;Acc:HGNC:11936]	[]	NCBI:txid9606
ENSG00000117586	TNFSF4	TNF superfamily member 4 [Source:HGNC Symbol;Acc:HGNC:11934]	[]	NCBI:txid9606
ENSG00000117593	DARS2	aspartyl-tRNA synthetase 2, mitochondrial [Source:HGNC Symbol;Acc:HGNC:25538]	[]	NCBI:txid9606
ENSG00000117594	HSD11B1	hydroxysteroid 11-beta dehydrogenase 1 [Source:HGNC Symbol;Acc:HGNC:5208]	[]	NCBI:txid9606
ENSG00000117595	IRF6	interferon regulatory factor 6 [Source:HGNC Symbol;Acc:HGNC:6121]	[]	NCBI:txid9606
ENSG00000117601	SERPINC1	serpin family C member 1 [Source:HGNC Symbol;Acc:HGNC:775]	[]	NCBI:txid9606
ENSG00000117614	SYF2	SYF2 pre-mRNA splicing factor [Source:HGNC Symbol;Acc:HGNC:19824]	[]	NCBI:txid9606
ENSG00000117620	SLC35A3	solute carrier family 35 member A3 [Source:HGNC Symbol;Acc:HGNC:11023]	[]	NCBI:txid9606
ENSG00000117632	STMN1	stathmin 1 [Source:HGNC Symbol;Acc:HGNC:6510]	[]	NCBI:txid9606
ENSG00000117650	NEK2	NIMA related kinase 2 [Source:HGNC Symbol;Acc:HGNC:7745]	[]	NCBI:txid9606
ENSG00000117676	RPS6KA1	ribosomal protein S6 kinase A1 [Source:HGNC Symbol;Acc:HGNC:10430]	[]	NCBI:txid9606
ENSG00000117682	DHDDS	dehydrodolichyl diphosphate synthase subunit [Source:HGNC Symbol;Acc:HGNC:20603]	[]	NCBI:txid9606
ENSG00000117691	NENF	neudesin neurotrophic factor [Source:HGNC Symbol;Acc:HGNC:30384]	[]	NCBI:txid9606
ENSG00000117707	PROX1	prospero homeobox 1 [Source:HGNC Symbol;Acc:HGNC:9459]	[]	NCBI:txid9606
ENSG00000117713	ARID1A	AT-rich interaction domain 1A [Source:HGNC Symbol;Acc:HGNC:11110]	[]	NCBI:txid9606
ENSG00000117748	RPA2	replication protein A2 [Source:HGNC Symbol;Acc:HGNC:10290]	[]	NCBI:txid9606
ENSG00000117751	PPP1R8	protein phosphatase 1 regulatory subunit 8 [Source:HGNC Symbol;Acc:HGNC:9296]	[]	NCBI:txid9606
ENSG00000117862	TXNDC12	thioredoxin domain containing 12 [Source:HGNC Symbol;Acc:HGNC:24626]	[]	NCBI:txid9606
ENSG00000117971	CHRNB4	cholinergic receptor nicotinic beta 4 subunit [Source:HGNC Symbol;Acc:HGNC:1964]	[]	NCBI:txid9606
ENSG00000117984	CTSD	cathepsin D [Source:HGNC Symbol;Acc:HGNC:2529]	[]	NCBI:txid9606
ENSG00000118004	COLEC11	collectin subfamily member 11 [Source:HGNC Symbol;Acc:HGNC:17213]	[]	NCBI:txid9606
ENSG00000118046	STK11	serine/threonine kinase 11 [Source:HGNC Symbol;Acc:HGNC:11389]	[]	NCBI:txid9606
ENSG00000118058	KMT2A	lysine methyltransferase 2A [Source:HGNC Symbol;Acc:HGNC:7132]	[]	NCBI:txid9606
ENSG00000118113	MMP8	matrix metallopeptidase 8 [Source:HGNC Symbol;Acc:HGNC:7175]	[]	NCBI:txid9606
ENSG00000118137	APOA1	apolipoprotein A1 [Source:HGNC Symbol;Acc:HGNC:600]	[]	NCBI:txid9606
ENSG00000118193	KIF14	kinesin family member 14 [Source:HGNC Symbol;Acc:HGNC:19181]	[]	NCBI:txid9606
ENSG00000118200	CAMSAP2	calmodulin regulated spectrin associated protein family member 2 [Source:HGNC Symbol;Acc:HGNC:29188]	[]	NCBI:txid9606
ENSG00000118217	ATF6	activating transcription factor 6 [Source:HGNC Symbol;Acc:HGNC:791]	[]	NCBI:txid9606
ENSG00000118242	MREG	melanoregulin [Source:HGNC Symbol;Acc:HGNC:25478]	[]	NCBI:txid9606
ENSG00000118245	TNP1	transition protein 1 [Source:HGNC Symbol;Acc:HGNC:11951]	[]	NCBI:txid9606
ENSG00000118246	FASTKD2	FAST kinase domains 2 [Source:HGNC Symbol;Acc:HGNC:29160]	[]	NCBI:txid9606
ENSG00000118257	NRP2	neuropilin 2 [Source:HGNC Symbol;Acc:HGNC:8005]	[]	NCBI:txid9606
ENSG00000118260	CREB1	cAMP responsive element binding protein 1 [Source:HGNC Symbol;Acc:HGNC:2345]	[]	NCBI:txid9606
ENSG00000118263	KLF7	Kruppel like factor 7 [Source:HGNC Symbol;Acc:HGNC:6350]	[]	NCBI:txid9606
ENSG00000118271	TTR	transthyretin [Source:HGNC Symbol;Acc:HGNC:12405]	[]	NCBI:txid9606
ENSG00000118298	CA14	carbonic anhydrase 14 [Source:HGNC Symbol;Acc:HGNC:1372]	[]	NCBI:txid9606
ENSG00000118402	ELOVL4	ELOVL fatty acid elongase 4 [Source:HGNC Symbol;Acc:HGNC:14415]	[]	NCBI:txid9606
ENSG00000118418	HMGN3	high mobility group nucleosomal binding domain 3 [Source:HGNC Symbol;Acc:HGNC:12312]	[]	NCBI:txid9606
ENSG00000118432	CNR1	cannabinoid receptor 1 [Source:HGNC Symbol;Acc:HGNC:2159]	[]	NCBI:txid9606
ENSG00000118495	PLAGL1	PLAG1 like zinc finger 1 [Source:HGNC Symbol;Acc:HGNC:9046]	[]	NCBI:txid9606
ENSG00000118503	TNFAIP3	TNF alpha induced protein 3 [Source:HGNC Symbol;Acc:HGNC:11896]	[]	NCBI:txid9606
ENSG00000118513	MYB	MYB proto-oncogene, transcription factor [Source:HGNC Symbol;Acc:HGNC:7545]	[]	NCBI:txid9606
ENSG00000118515	SGK1	serum/glucocorticoid regulated kinase 1 [Source:HGNC Symbol;Acc:HGNC:10810]	[]	NCBI:txid9606
ENSG00000118518	RNF146	ring finger protein 146 [Source:HGNC Symbol;Acc:HGNC:21336]	[]	NCBI:txid9606
ENSG00000118520	ARG1	arginase 1 [Source:HGNC Symbol;Acc:HGNC:663]	[]	NCBI:txid9606
ENSG00000118564	FBXL5	F-box and leucine rich repeat protein 5 [Source:HGNC Symbol;Acc:HGNC:13602]	[]	NCBI:txid9606
ENSG00000118579	MED28	mediator complex subunit 28 [Source:HGNC Symbol;Acc:HGNC:24628]	[]	NCBI:txid9606
ENSG00000118620	ZNF430	zinc finger protein 430 [Source:HGNC Symbol;Acc:HGNC:20808]	[]	NCBI:txid9606
ENSG00000118655	DCLRE1B	DNA cross-link repair 1B [Source:HGNC Symbol;Acc:HGNC:17641]	[]	NCBI:txid9606
ENSG00000118689	FOXO3	forkhead box O3 [Source:HGNC Symbol;Acc:HGNC:3821]	[]	NCBI:txid9606
ENSG00000118705	RPN2	ribophorin II [Source:HGNC Symbol;Acc:HGNC:10382]	[]	NCBI:txid9606
ENSG00000118762	PKD2	polycystin 2, transient receptor potential cation channel [Source:HGNC Symbol;Acc:HGNC:9009]	[]	NCBI:txid9606
ENSG00000118777	ABCG2	ATP binding cassette subfamily G member 2 (Junior blood group) [Source:HGNC Symbol;Acc:HGNC:74]	[]	NCBI:txid9606
ENSG00000118785	SPP1	secreted phosphoprotein 1 [Source:HGNC Symbol;Acc:HGNC:11255]	[]	NCBI:txid9606
ENSG00000118804	STBD1	starch binding domain 1 [Source:HGNC Symbol;Acc:HGNC:24854]	[]	NCBI:txid9606
ENSG00000118849	RARRES1	retinoic acid receptor responder 1 [Source:HGNC Symbol;Acc:HGNC:9867]	[]	NCBI:txid9606
ENSG00000118922	KLF12	Kruppel like factor 12 [Source:HGNC Symbol;Acc:HGNC:6346]	[]	NCBI:txid9606
ENSG00000118946	PCDH17	protocadherin 17 [Source:HGNC Symbol;Acc:HGNC:14267]	[]	NCBI:txid9606
ENSG00000118971	CCND2	cyclin D2 [Source:HGNC Symbol;Acc:HGNC:1583]	[]	NCBI:txid9606
ENSG00000118985	ELL2	elongation factor for RNA polymerase II 2 [Source:HGNC Symbol;Acc:HGNC:17064]	[]	NCBI:txid9606
ENSG00000119004	CYP20A1	cytochrome P450 family 20 subfamily A member 1 [Source:HGNC Symbol;Acc:HGNC:20576]	[]	NCBI:txid9606
ENSG00000119013	NDUFB3	NADH:ubiquinone oxidoreductase subunit B3 [Source:HGNC Symbol;Acc:HGNC:7698]	[]	NCBI:txid9606
ENSG00000119042	SATB2	SATB homeobox 2 [Source:HGNC Symbol;Acc:HGNC:21637]	[]	NCBI:txid9606
ENSG00000119121	TRPM6	transient receptor potential cation channel subfamily M member 6 [Source:HGNC Symbol;Acc:HGNC:17995]	[]	NCBI:txid9606
ENSG00000119139	TJP2	tight junction protein 2 [Source:HGNC Symbol;Acc:HGNC:11828]	[]	NCBI:txid9606
ENSG00000119185	ITGB1BP1	integrin subunit beta 1 binding protein 1 [Source:HGNC Symbol;Acc:HGNC:23927]	[]	NCBI:txid9606
ENSG00000119231	SENP5	SUMO specific peptidase 5 [Source:HGNC Symbol;Acc:HGNC:28407]	[]	NCBI:txid9606
ENSG00000119242	CCDC92	coiled-coil domain containing 92 [Source:HGNC Symbol;Acc:HGNC:29563]	[]	NCBI:txid9606
ENSG00000119285	HEATR1	HEAT repeat containing 1 [Source:HGNC Symbol;Acc:HGNC:25517]	[]	NCBI:txid9606
ENSG00000119318	RAD23B	RAD23 homolog B, nucleotide excision repair protein [Source:HGNC Symbol;Acc:HGNC:9813]	[]	NCBI:txid9606
ENSG00000119326	CTNNAL1	catenin alpha like 1 [Source:HGNC Symbol;Acc:HGNC:2512]	[]	NCBI:txid9606
ENSG00000119335	SET	SET nuclear proto-oncogene [Source:HGNC Symbol;Acc:HGNC:10760]	[]	NCBI:txid9606
ENSG00000119383	PTPA	protein phosphatase 2 phosphatase activator [Source:HGNC Symbol;Acc:HGNC:9308]	[]	NCBI:txid9606
ENSG00000119401	TRIM32	tripartite motif containing 32 [Source:HGNC Symbol;Acc:HGNC:16380]	[]	NCBI:txid9606
ENSG00000119403	PHF19	PHD finger protein 19 [Source:HGNC Symbol;Acc:HGNC:24566]	[]	NCBI:txid9606
ENSG00000119408	NEK6	NIMA related kinase 6 [Source:HGNC Symbol;Acc:HGNC:7749]	[]	NCBI:txid9606
ENSG00000119414	PPP6C	protein phosphatase 6 catalytic subunit [Source:HGNC Symbol;Acc:HGNC:9323]	[]	NCBI:txid9606
ENSG00000119421	NDUFA8	NADH:ubiquinone oxidoreductase subunit A8 [Source:HGNC Symbol;Acc:HGNC:7692]	[]	NCBI:txid9606
ENSG00000119487	MAPKAP1	MAPK associated protein 1 [Source:HGNC Symbol;Acc:HGNC:18752]	[]	NCBI:txid9606
ENSG00000119508	NR4A3	nuclear receptor subfamily 4 group A member 3 [Source:HGNC Symbol;Acc:HGNC:7982]	[]	NCBI:txid9606
ENSG00000119523	ALG2	ALG2 alpha-1,3/1,6-mannosyltransferase [Source:HGNC Symbol;Acc:HGNC:23159]	[]	NCBI:txid9606
ENSG00000119535	CSF3R	colony stimulating factor 3 receptor [Source:HGNC Symbol;Acc:HGNC:2439]	[]	NCBI:txid9606
ENSG00000119574	ZBTB45	zinc finger and BTB domain containing 45 [Source:HGNC Symbol;Acc:HGNC:23715]	[]	NCBI:txid9606
ENSG00000119596	YLPM1	YLP motif containing 1 [Source:HGNC Symbol;Acc:HGNC:17798]	[]	NCBI:txid9606
ENSG00000119630	PGF	placental growth factor [Source:HGNC Symbol;Acc:HGNC:8893]	[]	NCBI:txid9606
ENSG00000119638	NEK9	NIMA related kinase 9 [Source:HGNC Symbol;Acc:HGNC:18591]	[]	NCBI:txid9606
ENSG00000119699	TGFB3	transforming growth factor beta 3 [Source:HGNC Symbol;Acc:HGNC:11769]	[]	NCBI:txid9606
ENSG00000119705	SLIRP	SRA stem-loop interacting RNA binding protein [Source:HGNC Symbol;Acc:HGNC:20495]	[]	NCBI:txid9606
ENSG00000119711	ALDH6A1	aldehyde dehydrogenase 6 family member A1 [Source:HGNC Symbol;Acc:HGNC:7179]	[]	NCBI:txid9606
ENSG00000119715	ESRRB	estrogen related receptor beta [Source:HGNC Symbol;Acc:HGNC:3473]	[]	NCBI:txid9606
ENSG00000119718	EIF2B2	eukaryotic translation initiation factor 2B subunit beta [Source:HGNC Symbol;Acc:HGNC:3258]	[]	NCBI:txid9606
ENSG00000119723	COQ6	coenzyme Q6, monooxygenase [Source:HGNC Symbol;Acc:HGNC:20233]	[]	NCBI:txid9606
ENSG00000119760	SUPT7L	SPT7 like, STAGA complex subunit gamma [Source:HGNC Symbol;Acc:HGNC:30632]	[]	NCBI:txid9606
ENSG00000119772	DNMT3A	DNA methyltransferase 3 alpha [Source:HGNC Symbol;Acc:HGNC:2978]	[]	NCBI:txid9606
ENSG00000119866	BCL11A	BAF chromatin remodeling complex subunit BCL11A [Source:HGNC Symbol;Acc:HGNC:13221]	[]	NCBI:txid9606
ENSG00000119888	EPCAM	epithelial cell adhesion molecule [Source:HGNC Symbol;Acc:HGNC:11529]	[]	NCBI:txid9606
ENSG00000119912	IDE	insulin degrading enzyme [Source:HGNC Symbol;Acc:HGNC:5381]	[]	NCBI:txid9606
ENSG00000119917	IFIT3	interferon induced protein with tetratricopeptide repeats 3 [Source:HGNC Symbol;Acc:HGNC:5411]	[]	NCBI:txid9606
ENSG00000119919	NKX2-3	NK2 homeobox 3 [Source:HGNC Symbol;Acc:HGNC:7836]	[]	NCBI:txid9606
ENSG00000119922	IFIT2	interferon induced protein with tetratricopeptide repeats 2 [Source:HGNC Symbol;Acc:HGNC:5409]	[]	NCBI:txid9606
ENSG00000119950	MXI1	MAX interactor 1, dimerization protein [Source:HGNC Symbol;Acc:HGNC:7534]	[]	NCBI:txid9606
ENSG00000119953	SMNDC1	survival motor neuron domain containing 1 [Source:HGNC Symbol;Acc:HGNC:16900]	[]	NCBI:txid9606
ENSG00000119973	PRLHR	prolactin releasing hormone receptor [Source:HGNC Symbol;Acc:HGNC:4464]	[]	NCBI:txid9606
ENSG00000120053	GOT1	glutamic-oxaloacetic transaminase 1 [Source:HGNC Symbol;Acc:HGNC:4432]	[]	NCBI:txid9606
ENSG00000120063	GNA13	G protein subunit alpha 13 [Source:HGNC Symbol;Acc:HGNC:4381]	[]	NCBI:txid9606
ENSG00000120068	HOXB8	homeobox B8 [Source:HGNC Symbol;Acc:HGNC:5119]	[]	NCBI:txid9606
ENSG00000120071	KANSL1	KAT8 regulatory NSL complex subunit 1 [Source:HGNC Symbol;Acc:HGNC:24565]	[]	NCBI:txid9606
ENSG00000120075	HOXB5	homeobox B5 [Source:HGNC Symbol;Acc:HGNC:5116]	[]	NCBI:txid9606
ENSG00000120088	CRHR1	corticotropin releasing hormone receptor 1 [Source:HGNC Symbol;Acc:HGNC:2357]	[]	NCBI:txid9606
ENSG00000120129	DUSP1	dual specificity phosphatase 1 [Source:HGNC Symbol;Acc:HGNC:3064]	[]	NCBI:txid9606
ENSG00000120137	PANK3	pantothenate kinase 3 [Source:HGNC Symbol;Acc:HGNC:19365]	[]	NCBI:txid9606
ENSG00000120149	MSX2	msh homeobox 2 [Source:HGNC Symbol;Acc:HGNC:7392]	[]	NCBI:txid9606
ENSG00000120156	TEK	TEK receptor tyrosine kinase [Source:HGNC Symbol;Acc:HGNC:11724]	[]	NCBI:txid9606
ENSG00000120217	CD274	CD274 molecule [Source:HGNC Symbol;Acc:HGNC:17635]	[]	NCBI:txid9606
ENSG00000120242	IFNA8	interferon alpha 8 [Source:HGNC Symbol;Acc:HGNC:5429]	[]	NCBI:txid9606
ENSG00000120251	GRIA2	glutamate ionotropic receptor AMPA type subunit 2 [Source:HGNC Symbol;Acc:HGNC:4572]	[]	NCBI:txid9606
ENSG00000120265	PCMT1	protein-L-isoaspartate (D-aspartate) O-methyltransferase [Source:HGNC Symbol;Acc:HGNC:8728]	[]	NCBI:txid9606
ENSG00000120329	SLC25A2	solute carrier family 25 member 2 [Source:HGNC Symbol;Acc:HGNC:22921]	[]	NCBI:txid9606
ENSG00000120337	TNFSF18	TNF superfamily member 18 [Source:HGNC Symbol;Acc:HGNC:11932]	[]	NCBI:txid9606
ENSG00000120436	GPR31	G protein-coupled receptor 31 [Source:HGNC Symbol;Acc:HGNC:4486]	[]	NCBI:txid9606
ENSG00000120437	ACAT2	acetyl-CoA acetyltransferase 2 [Source:HGNC Symbol;Acc:HGNC:94]	[]	NCBI:txid9606
ENSG00000120457	KCNJ5	potassium inwardly rectifying channel subfamily J member 5 [Source:HGNC Symbol;Acc:HGNC:6266]	[]	NCBI:txid9606
ENSG00000120498	TEX11	testis expressed 11 [Source:HGNC Symbol;Acc:HGNC:11733]	[]	NCBI:txid9606
ENSG00000120539	MASTL	microtubule associated serine/threonine kinase like [Source:HGNC Symbol;Acc:HGNC:19042]	[]	NCBI:txid9606
ENSG00000120616	EPC1	enhancer of polycomb homolog 1 [Source:HGNC Symbol;Acc:HGNC:19876]	[]	NCBI:txid9606
ENSG00000120645	IQSEC3	IQ motif and Sec7 domain ArfGEF 3 [Source:HGNC Symbol;Acc:HGNC:29193]	[]	NCBI:txid9606
ENSG00000120647	CCDC77	coiled-coil domain containing 77 [Source:HGNC Symbol;Acc:HGNC:28203]	[]	NCBI:txid9606
ENSG00000120656	TAF12	TATA-box binding protein associated factor 12 [Source:HGNC Symbol;Acc:HGNC:11545]	[]	NCBI:txid9606
ENSG00000120659	TNFSF11	TNF superfamily member 11 [Source:HGNC Symbol;Acc:HGNC:11926]	[]	NCBI:txid9606
ENSG00000120675	DNAJC15	DnaJ heat shock protein family (Hsp40) member C15 [Source:HGNC Symbol;Acc:HGNC:20325]	[]	NCBI:txid9606
ENSG00000120686	UFM1	ubiquitin fold modifier 1 [Source:HGNC Symbol;Acc:HGNC:20597]	[]	NCBI:txid9606
ENSG00000120690	ELF1	E74 like ETS transcription factor 1 [Source:HGNC Symbol;Acc:HGNC:3316]	[]	NCBI:txid9606
ENSG00000120693	SMAD9	SMAD family member 9 [Source:HGNC Symbol;Acc:HGNC:6774]	[]	NCBI:txid9606
ENSG00000120697	ALG5	ALG5 dolichyl-phosphate beta-glucosyltransferase [Source:HGNC Symbol;Acc:HGNC:20266]	[]	NCBI:txid9606
ENSG00000120699	EXOSC8	exosome component 8 [Source:HGNC Symbol;Acc:HGNC:17035]	[]	NCBI:txid9606
ENSG00000120733	KDM3B	lysine demethylase 3B [Source:HGNC Symbol;Acc:HGNC:1337]	[]	NCBI:txid9606
ENSG00000120738	EGR1	early growth response 1 [Source:HGNC Symbol;Acc:HGNC:3238]	[]	NCBI:txid9606
ENSG00000120756	PLS1	plastin 1 [Source:HGNC Symbol;Acc:HGNC:9090]	[]	NCBI:txid9606
ENSG00000120798	NR2C1	nuclear receptor subfamily 2 group C member 1 [Source:HGNC Symbol;Acc:HGNC:7971]	[]	NCBI:txid9606
ENSG00000120805	ARL1	ADP ribosylation factor like GTPase 1 [Source:HGNC Symbol;Acc:HGNC:692]	[]	NCBI:txid9606
ENSG00000120833	SOCS2	suppressor of cytokine signaling 2 [Source:HGNC Symbol;Acc:HGNC:19382]	[]	NCBI:txid9606
ENSG00000120837	NFYB	nuclear transcription factor Y subunit beta [Source:HGNC Symbol;Acc:HGNC:7805]	[]	NCBI:txid9606
ENSG00000120868	APAF1	apoptotic peptidase activating factor 1 [Source:HGNC Symbol;Acc:HGNC:576]	[]	NCBI:txid9606
ENSG00000120875	DUSP4	dual specificity phosphatase 4 [Source:HGNC Symbol;Acc:HGNC:3070]	[]	NCBI:txid9606
ENSG00000120889	TNFRSF10B	TNF receptor superfamily member 10b [Source:HGNC Symbol;Acc:HGNC:11905]	[]	NCBI:txid9606
ENSG00000120896	SORBS3	sorbin and SH3 domain containing 3 [Source:HGNC Symbol;Acc:HGNC:30907]	[]	NCBI:txid9606
ENSG00000120899	PTK2B	protein tyrosine kinase 2 beta [Source:HGNC Symbol;Acc:HGNC:9612]	[]	NCBI:txid9606
ENSG00000120903	CHRNA2	cholinergic receptor nicotinic alpha 2 subunit [Source:HGNC Symbol;Acc:HGNC:1956]	[]	NCBI:txid9606
ENSG00000120907	ADRA1A	adrenoceptor alpha 1A [Source:HGNC Symbol;Acc:HGNC:277]	[]	NCBI:txid9606
ENSG00000120910	PPP3CC	protein phosphatase 3 catalytic subunit gamma [Source:HGNC Symbol;Acc:HGNC:9316]	[]	NCBI:txid9606
ENSG00000120915	EPHX2	epoxide hydrolase 2 [Source:HGNC Symbol;Acc:HGNC:3402]	[]	NCBI:txid9606
ENSG00000120937	NPPB	natriuretic peptide B [Source:HGNC Symbol;Acc:HGNC:7940]	[]	NCBI:txid9606
ENSG00000120948	TARDBP	TAR DNA binding protein [Source:HGNC Symbol;Acc:HGNC:11571]	[]	NCBI:txid9606
